id,name,score,category,
110359105450112818211,Uñas de Porcelana y Manicura Jota,1,Beauty salon
104925570465381235148,MediaMarkt,1,Electronics store
107809673575825733302,Canalla Bistro by Ricard Camarena,1,Fusion restaurant
110359105450112818211,Restaurante Alfileritos 24,1,Restaurant
107809673575825733302,Nineta Torrente,1,Women's clothing store
101744358251536020297,Kento,1,Sushi
104291109782576033042,Skärgårn Bar & Restaurang,1,Restaurant
107809673575825733302,Jardí de Montfort,1,Garden
104112997783893126140,Candy Queen,1,Candy store
104925570465381235148,Restaurante Sidrería Sanabria,1,Restaurant
101509296758917298381,Giunti al Punto Librerie,1,Book store
102229428884146958836,Teatro Romano de Regina,1,Historical landmark
101174791363975661543,MAC Pizzería,1,Italian
107809673575825733302,Escuela Náutica Alisios,1,Sports school
117910314532094368467,Escola Oficial d'Idiomes de Sagunt,1,Language school
108796800441631272868,Paking Bajo,0,Parking lot
103738459723207082349,Camping Oto,1,Campground
107809673575825733302,Taller de motos Valiente R Motorsport / WUNDERLICH Valencia,1,Motorcycle repair shop
102935049843898928677,Las Batuecas-Sierra de Francia Natural Park,1,Nature preserve
103738459723207082349,Liaopastel,0,Espresso bar
102229428884146958836,Archaeological Park Recópolis,1,Archaeological museum
103072094602185524890,MegaPark Madrid,1,Shopping mall
117458417997030052365,Camden Market,1,Market
104925570465381235148,Tasca Andaluza,1,Bar
104925570465381235148,Inspección Técnica De Vehículos ITV Castellón,0,Car inspection station
116907214682026765030,Montó Pinturas,1,Paint store
107181326038723193056,Restaurante Al Tun Tun,0,Mediterranean
112960526952740950179,Restaurante Arroceria CaLali,1,Rice restaurant
101174791363975661543,Imperial,1,Restaurant
102935049843898928677,Castillo de Calatañazor,1,Castle
110359105450112818211,Centro Comercial Carrefour Alfafar,0,Shopping mall
115254712534831098290,Restaurante Cataleya,0,Restaurant
101509296758917298381,Ciao Pizza,1,Pizza Delivery
110359105450112818211,Bar La Rioja 3,1,Restaurant
104925570465381235148,La Piazzetta,1,Italian
115246508905250149894,Tienda Samsung Valencia,0,Appliance store
102935049843898928677,San Telmo Ermita,1,Chapel
101744358251536020297,Zapatería Key,1,Shoe store
115254712534831098290,El Cortijo Andaluz,1,Andalusian
102229428884146958836,España Building,1,Historical landmark
104291109782576033042,Kuröds Kök,0,Lunch
101509296758917298381,Sam's Fried Chicken,1,Fried Chicken
115246508905250149894,Leroy Merlin Sagunt,1,Do-it-yourself shop
104291109782576033042,El Corte Chino,1,Discount supermarket
101744358251536020297,Cortefiel,1,Clothing store
104291109782576033042,Mercadona,1,Supermarket
115254712534831098290,Restaurante Arandinos Collaspino,1,Grill
115246508905250149894,Bar Las Sirenas,1,Bar
115254712534831098290,Cruz del Sur,1,Disco club
104925570465381235148,cafe bar casa xavi,1,Tapas Bar
101509296758917298381,GAME Bolton inside Sports Direct,1,Video game store
102229428884146958836,Castle of the Bishops of Sigüenza,1,Hotel
116275951910285802987,IKEA,1,Home goods store
104112997783893126140,Espresso House,1,Cafe
117910314532094368467,Passarel·la de Quart sobre el Túria,1,Bridge
107809673575825733302,Sebastián Tatay,1,Bakery
104291109782576033042,Mona-Lisas Restaurang AB,0,Fast Food
116275951910285802987,Le Camping des 4 Saisons,1,Campground
104291109782576033042,Trafikverket Färjerederiet Ängöleden,0,Ferry service
117910314532094368467,Activaclub Mislata,0,Gymnastics center
116275951910285802987,Rapimueble Puerto de Sagunto,1,Furniture store
102229428884146958836,Teatro Salón Cervantes,1,Performing arts theater
102229428884146958836,Martilota,1,Restaurant
104112997783893126140,Scapino Nunspeet,0,Shoe store
104925570465381235148,Parròquia de Sant Josep,1,Parish
116439133664237896472,Concesionario Peugeot 'Damián Gómez',1,Motor vehicle dealer
102229428884146958836,Parador De Guadalupe Caceres,1,Hotel
103738459723207082349,Sercotel Palacio de Tudemir,0,Hotel
117458417997030052365,Flat Iron,1,Steak
104291109782576033042,Restaurang Christer,1,Pizza
102229428884146958836,Restaurante Mena,1,Restaurant
101744358251536020297,Plaza de los Pescadores,1,Park
103738459723207082349,dramas Park,0,Park
102935049843898928677,The AC Pool,1,Mobile home park
115254712534831098290,Cafe Lounge Europa,0,Restaurant
104925570465381235148,Soul Coffee Beer DLX,1,Hamburger
115246508905250149894,GiFi,0,Home goods store
116275951910285802987,Parc Natural de la Serra Calderona,1,Nature preserve
101744358251536020297,The Central Market of Valencia,1,Market
116275951910285802987,Municipal Camping and cottage Meridian,1,Campground
102934459961331872614,Tecnoil,1,Gas station
101509296758917298381,Business Lodge Imperial House,1,Office space rental agency
104925570465381235148,Camp de futbol Javier Marquina,1,Soccer field
117458417997030052365,Zen Central,0,Asian
104291109782576033042,Stallgården,1,Lunch
104291109782576033042,Biltema Uppsala,0,Auto parts store
115254712534831098290,Karaoke Marfil,0,Karaoke bar
103738459723207082349,Casa Pepe,1,Down Home Cooking
104291109782576033042,IKEA Restaurang Uddevalla,0,Restaurant
110359105450112818211,La Xirgu,1,Restaurant
107809673575825733302,Bar La Lonja,1,Bar
109970624780085193721,Repsol,1,Gas station
107181326038723193056,LAS CAÑAS,0,Grill
103738459723207082349,Restaurante Masía de Traver,0,Grill
104291109782576033042,Restaurante La Matanza Castellana,1,Restaurant
112960526952740950179,Teatro Olympia,1,Performing arts theater
101509296758917298381,Sainsbury's,1,Supermarket
103738459723207082349,Mirador Cruz del Carmen,1,Scenic spot
104112997783893126140,Gereformeerde Gemeente Nunspeet,1,Church
116275951910285802987,BP Petrol Station,1,Gas station
101509296758917298381,Superbet,1,Bookmaker
101744358251536020297,Ò sole mio,1,Pizza
104291109782576033042,Brekke Sluser,1,Tourist attraction
104925570465381235148,Campo de Fútbol San Agustín y San Marcos,1,Soccer field
101744358251536020297,Restaurante Casa Mateo,1,Spanish
104291109782576033042,Annas Hembageri,1,Bakery
104291109782576033042,MY WOK,1,Pan Asian
102934459961331872614,Cerveceria La Estrella,1,Bar
102229428884146958836,Castillo de San Leonardo de Yagüe,0,Castle
104291109782576033042,Postnord postombud,0,Post office
113216740720999135293,Playa Cabo de Gata,1,Public bath
104291109782576033042,Vandrarhemmet ED,1,Hostel
101509296758917298381,Restaurante El Molino Zuera,1,Restaurant
107181326038723193056,Terraza Carmona,1,Restaurant
104925570465381235148,Supermercado masymas,1,Supermarket
102379091886560035818,Mercadona,1,Supermarket
102934459961331872614,Centro Comercial Carrefour Alfafar,1,Shopping mall
104291109782576033042,Aldi,0,Discount supermarket
104925570465381235148,Supermercat El Corte Inglés,1,Supermarket
107809673575825733302,Bar Restaurante Veu Veu,1,Restaurant
115246508905250149894,Casa Mundo,1,Bar
103738459723207082349,Piscina Municipal Coberta,1,Public swimming pool
104112997783893126140,Dierenziekenhuis Nunspeet,1,Veterinarian
104291109782576033042,Rasta Värmland,0,Restaurant
104925570465381235148,Aquarama,1,Water park
112960526952740950179,Catedral del Salvador de Zaragoza,1,Cathedral
105828356334212967459,Estació de tren,1,Railway services
102229428884146958836,Royal Palace of Aranjuez,1,Castle
115246508905250149894,Carrefour,1,Hypermarket
102379091886560035818,Oficina de Correos,1,Post office
102379091886560035818,ESTÉTICA Y COMPLEMENTOS CARMEN NOMDEDEU,1,Beauty salon
117458417997030052365,Phuket Thai Restaurante Tailandes,1,Thai
108796800441631272868,Informatica - Power Navi - Valencia,1,Computer store
117458417997030052365,Restaurante Asiático Palace,0,Asian
104112997783893126140,NTC Leogang SL,1,Tennis club
101509296758917298381,Club Italia,1,Italian
104112997783893126140,PRO BIKE Joop de Haan,1,Bicycle repair shop
116275951910285802987,Pharmacie des Fontaines,1,Pharmacy
104112997783893126140,Jumbo,1,General store
102935049843898928677,Mirador de la Laguna de Uña,1,Observation deck
101509296758917298381,Earlestown Market,1,Market
113216740720999135293,PortAventura World,1,Amusement park
116439133664237896472,Lead Creek,1,Park
117910314532094368467,Nails Brasil,1,Nail salon
107809673575825733302,Café de Mama,1,Cafe
115246508905250149894,Centre Comercial L'Epicentre,0,Shopping mall
104291109782576033042,Restaurang Rosellmagasinet,1,Scandinavian
117458417997030052365,Melia Las Antillas,1,Hotel
112960526952740950179,Cadillac Bocaburger,1,American
104291109782576033042,Alte Burg Longuich,1,Guest house
107809673575825733302,Restaurant Blanqueries,1,Restaurant
104112997783893126140,Barceló Palmeraie,1,Hotel
101509296758917298381,Bodytech East,1,Auto repair shop
107181326038723193056,Humonnos Estanco Puerto Sagunto 2,1,Tobacco shop
105828356334212967459,ESTANCO,1,Tobacco shop
112960526952740950179,Pont d'Aragó,1,Bridge
104291109782576033042,Coop,1,Grocery store
115246508905250149894,ZARA,1,Clothing store
104112997783893126140,Recycle Warehouse Het Goed Harderwijk,1,Thrift store
104112997783893126140,Speelplaats Stakenberg,1,Playground
105828356334212967459,Bar Indalo,1,Restaurant
101744358251536020297,Peluquería Fortuny,1,Hair salon
115254712534831098290,MalaVida,1,Tex Mex
117458417997030052365,Casa de Tocame Roque,1,Mediterranean
117458417997030052365,Foster's Hollywood,1,Hamburger
110359105450112818211,Verdecora,1,Garden center
110359105450112818211,Restaurante El Canario,1,Restaurant
107809673575825733302,La Majada quesos,1,Restaurant
101509296758917298381,Aral,1,Gas station
101509296758917298381,Lahori savour,1,Restaurant
101744358251536020297,Parque de la Naturaleza de Cabárceno,1,Wildlife and safari park
104291109782576033042,Mercado Municipal del Puerto,1,Market
110359105450112818211,Manoir Foulons,1,Function room facility
107809673575825733302,Taberna de La Reina,1,Spanish
104112997783893126140,Tinq,1,Gas station
101174791363975661543,Ramen Kuma,1,Ramen
117910314532094368467,Synergym Valencia Peset,1,Gym
117458417997030052365,Los Zagales,1,Restaurant
116907214682026765030,Parking Insular Hospital-Vega San Jose parkia,1,Parking garage
104925570465381235148,VITACER,1,Ceramic manufacturer
107809673575825733302,Bar Catalunya,1,Grill
115254712534831098290,Antica Gelateria del Corso,1,Ice Cream
115254712534831098290,Las torres de Ciriaco,1,Restaurant
101509296758917298381,SSPC Southall,1,Community center
110359105450112818211,Rte.- Asador Lloma Llarga,1,Restaurant
107809673575825733302,Candela y Manuela,1,Clothing store
107809673575825733302,Peña Cortada,1,Historical landmark
104291109782576033042,Best Western Plus Hotel Noble House,1,Hotel
102229428884146958836,Serrania de Cuenca,1,Nature preserve
112960526952740950179,Jardí del Túria,1,City park
101509296758917298381,Xerox,1,Book store
113216740720999135293,Las Toscas,1,Tourist attraction
101174791363975661543,Asador María Morena,1,Restaurant
115254712534831098290,El Parque,0,Restaurant
102229428884146958836,Museo de Falúas Reales,1,History museum
104291109782576033042,ICA Supermarket Lysekil,0,Grocery store
104112997783893126140,Dekker rentals,1,Building equipment hire service
104925570465381235148,Liaopastel,0,Cafe
115254712534831098290,Artxanda viewpoint,1,Observation deck
104925570465381235148,DUO Gastro-bar,1,Restaurant
101509296758917298381,Toskana,1,Pizza
104291109782576033042,Hannas i Hamnen,1,Clothing store
102379091886560035818,TREBOL GARDEN,1,Garden center
112960526952740950179,Hotel rural Los Abriles,1,Hotel
115254712534831098290,Temple of Debod,1,Monument
105828356334212967459,Triángulo Umbral,1,Park
110359105450112818211,L'Alqueria del Basket,1,Basketball court
116907214682026765030,Leroy Merlin Telde,1,Home improvement store
101744358251536020297,Basílica de la Mare de Déu dels Desemparats,1,Basilica
101174791363975661543,Backstage Ruzafa,0,Bar
116275951910285802987,Polski Sklep,1,Grocery store
102229428884146958836,LA BOTICA DE FELIPE,1,Restaurant
102229428884146958836,Parador de Jarandilla de la Vera,1,Hotel
115254712534831098290,Cascada del Purgatorio,1,Tourist attraction
115246508905250149894,Pavelló Poliesportiu Victor Cabedo,1,Fitness center
115254712534831098290,Teide Cable Car,0,Tourist attraction
104925570465381235148,Keratile S.L.U,1,Pottery store
104112997783893126140,Groen Hulpverlening,1,Consultant
101744358251536020297,Espai Les Panses,1,Mediterranean
116275951910285802987,B&Q Buxton,1,Do-it-yourself shop
